10000 10000
4991 2091 1.512800
4991 2068 1.196100
4984 7311 -0.173900
4984 3012 -0.222200
4983 8450 1.610300
4981 6958 1.824700
4981 6883 0.932500
4981 3282 0.129400
4979 6646 0.416300
4979 2272 0.059300
4979 60 -1.486800
4977 9119 0.919800
4977 8054 0.119600
4977 2174 0.230900
4976 3289 0.254400
4973 8844 -0.377600
4973 1239 -1.260900
4972 5657 0.871800
4972 5391 1.456400
4972 650 1.461100
4971 3573 0.532100
4969 1103 -0.795400
4967 3073 1.223600
4966 3795 -0.407000
4965 9837 0.124100
4965 8757 -1.040000
4965 5527 -0.268700
4965 3181 0.469500
4965 1088 -1.417200
4963 5008 -0.504300
4960 9094 -0.089900
4960 4231 -0.026100
4959 8040 1.661800
4959 2558 -0.528200
4959 2270 0.443700
4958 6544 -0.873600
4955 6625 -0.755200
4955 5172 -0.480800
4955 3133 -0.940500
4955 2794 -1.358700
4954 3419 0.805700
4953 153 -0.240300
4951 1752 2.330800
4949 5559 0.565700
4948 7560 0.068000
4948 780 0.861100
4947 5850 0.706500
4947 4821 0.229500
4946 2957 0.939600
4944 1612 0.353900
4943 7788 -0.280300
4942 8372 0.497700
4942 6745 -0.932600
4942 1744 0.246800
4938 6236 0.457200
4938 3588 -0.479800
4937 3841 1.730400
4937 998 1.906800
4934 3998 0.468300
4927 8646 -0.178600
4927 7605 -0.575200
4927 4323 0.851800
4926 3594 0.136700
4925 9297 -0.364800
4924 8448 -0.962800
4924 7224 1.269700
4922 4748 0.643500
4922 2199 0.181000
4921 1925 -0.928300
4919 5777 0.651600
4918 1973 -0.860100
4916 2186 1.363100
4914 9676 1.069500
4911 8762 0.992700
4910 9378 -2.029400
4910 6656 -1.924500
4910 4393 0.026200
4910 2598 -0.704600
4910 1202 0.265800
4908 9642 0.470000
4907 7814 -0.236700
4906 1690 -1.464500
4905 9267 0.339200
4905 8752 -0.600900
4903 660 0.549600
4902 1758 0.460300
4901 3987 1.761200
4901 1099 0.340200
4900 7252 -1.166500
4899 7801 -0.704200
4898 5659 0.342600
4895 1666 1.002500
4894 6190 -2.647500
4893 8325 -0.133600
4893 7037 -0.050700
4893 6054 -1.321600
4892 1740 1.186200
4891 5429 -0.051300
4891 4970 1.751800
4891 1568 -2.031300
4890 7378 1.610400
4890 2046 -0.015100
4889 5142 -0.306900
4889 931 -0.480700
4888 2351 -0.189900
4887 9238 -0.040600
4887 8830 0.114300
4885 1803 -0.018000
4884 3780 -1.495500
4883 9560 1.776200
4882 7508 0.749400
4882 6046 0.570500
4880 4135 -0.722300
4879 8520 1.398900
4879 3291 1.741700
4878 6401 0.092100
4878 5535 -1.187300
4875 80 0.563000
4874 5810 -0.979200
4872 8001 -1.156200
4872 7996 1.853500
4871 7858 -0.054000
4871 1869 -0.998300
4864 9083 0.306000
4864 4737 0.128000
4863 7854 -1.965800
4863 3875 0.479300
4862 7883 -1.947600
4859 1083 2.444100
4858 9489 0.706500
4856 9088 1.409400
4856 7535 -1.400400
4855 7230 0.052000
4855 7132 0.020600
4855 3689 1.755200
4853 9062 0.528400
4853 6807 0.329800
4850 9960 -0.698900
4850 8117 -0.200300
4849 383 -0.392000
4849 126 0.955900
4848 4868 2.108600
4848 1636 1.749900
4847 1085 0.205700
4847 304 0.209300
4845 4680 0.661000
4845 1570 1.044100
4844 7371 0.083100
4842 7859 -0.400900
4841 8528 -0.070100
4841 7974 -0.087300
4840 4470 -1.154300
4840 3736 -0.055800
4839 9729 1.055800
4836 4501 -0.473200
4835 6079 -1.620000
4834 1823 0.283700
4833 5456 -0.647700
4833 2605 -1.000600
4833 670 -1.636400
4832 5174 1.293400
4832 4303 -0.148700
4831 6879 0.241600
4831 4720 -1.616800
4828 5973 -0.624100
4823 8737 -0.032600
4823 7701 -0.745800
4822 6937 -0.585700
4822 2807 2.532600
4821 2298 -1.592800
4820 877 0.068800
4819 6378 1.262700
4818 9356 0.200900
4818 5180 0.919300
4816 5993 0.081400
4816 964 -0.154000
4813 8049 1.440600
4811 6021 -0.573200
4810 9423 0.303000
4808 404 -0.304000
4806 5298 -0.628500
4806 2353 1.046600
4806 1439 1.965500
4802 9719 0.636200
4802 4461 1.976500
4802 1110 -1.295500
4801 3801 -0.333400
4799 114 0.195500
4798 694 -0.951200
4797 151 0.396100
4796 6865 -0.794500
4796 3128 1.251600
4795 5117 -0.912800
4794 4936 0.930200
4794 2099 -0.687700
4794 772 -1.567100
4792 8472 1.414900
4791 8691 -0.653400
4791 6706 -0.488800
4789 9556 -0.482500
4786 5249 -0.417100
4786 3872 0.595400
4786 704 -0.292500
4783 9436 1.493800
4782 887 -0.696700
4781 7709 -0.122700
4781 2099 1.535800
4778 9335 -1.998200
4778 9038 -1.132700
4778 3952 -1.240500
4778 2041 -0.415300
4777 7619 0.582500
4777 3174 -0.171500
4775 3207 -0.060500
4774 3246 0.892300
4772 5698 0.234200
4769 9221 0.879000
4769 7931 0.737300
4769 5766 1.584900
4769 5758 -1.903400
4769 4934 -0.583500
4769 34 -0.753700
4767 9637 -0.165000
4764 4219 1.207900
4760 9036 -0.835700
4759 6660 0.886700
4758 2589 -2.531400
4757 8398 -0.127000
4757 7584 1.143600
4756 9038 0.504800
4756 1855 -0.883400
4755 1694 0.044100
4754 8340 -1.945600
4753 9290 1.589900
4747 6481 -0.715800
4747 3815 -0.380000
4746 2219 -1.651100
4746 2037 0.056300
4742 51 -0.785100
4741 541 -0.875800
4740 9770 0.472300
4740 8895 -0.528800
4740 6948 0.156500
4740 5017 0.070900
4739 7488 -0.157600
4739 3914 -0.161900
4739 150 -0.417700
4738 9160 -2.172400
4737 255 0.927000
4736 4350 -0.529100
4735 4041 2.252100
4735 940 -0.193900
4734 6282 0.123700
4732 4789 -0.468800
4730 5851 -1.920400
4730 4502 -0.928200
4727 3150 0.949600
4726 4874 -0.810000
4725 7592 -0.688200
4724 6008 -0.972200
4724 5663 1.575300
4724 1709 0.754100
4723 1481 -0.528300
4722 6940 1.431300
4720 8144 0.421300
4719 1044 -0.752100
4718 9691 -0.885600
4718 9077 0.298000
4718 6506 0.222000
4717 1882 1.440600
4716 4510 1.125200
4713 2966 -0.895100
4711 7799 0.656000
4711 4627 -0.033700
4711 2416 0.268600
4708 5768 -0.914200
4708 1536 0.585800
4706 8693 0.859600
4705 8084 -1.463200
4704 4727 -1.751100
4704 1671 0.591100
4703 7738 1.701500
4703 5163 0.611000
4701 4132 -0.510100
4701 928 1.191200
4701 797 -1.611500
4700 2854 0.970100
4698 974 -0.313200
4697 8433 -0.204900
4695 1516 -1.004600
4694 9453 0.725300
4694 4825 0.983800
4693 2484 -0.969700
4691 9407 -0.116700
4691 4543 -0.580500
4691 4252 0.466800
4690 6763 -0.595600
4689 2090 0.452500
4687 9450 -0.221500
4687 386 -0.632000
4686 8092 0.207000
4685 403 0.770100
4684 5866 -0.209300
4682 5800 0.733000
4680 6290 -0.146000
4679 7203 0.094200
4678 2429 0.077400
4677 9961 0.603000
4677 3443 0.543100
4677 2140 -0.443900
4677 1753 0.721800
4677 1392 0.231400
4675 9564 -1.970400
4675 9551 0.299400
4675 9081 0.201500
4674 9721 0.259200
4673 7769 -0.561200
4672 9880 0.406100
4672 2260 -0.085300
4671 3387 0.792000
4670 4971 0.848300
4670 699 -1.676600
4669 9157 -1.022800
4668 1731 0.051600
4667 9959 0.814600
4667 4009 0.558200
4666 1168 -0.038300
4664 26 0.244900
4660 9481 1.129200
4660 6957 -0.487300
4660 5166 2.096700
4660 5040 -0.914700
4660 1453 1.386200
4657 1243 -0.792200
4656 945 -1.222800
4654 2496 0.132300
4653 8741 0.473300
4651 8796 0.220000
4651 5897 -0.534700
4651 162 0.474800
4648 9508 -0.675400
4648 4866 1.147900
4648 4163 1.281900
4648 1986 -0.565500
4647 9583 0.657900
4646 55 -1.568600
4642 7738 1.513200
4642 4835 2.058000
4642 2467 0.191600
4641 9613 -0.175400
4640 5843 -1.064600
4639 7419 0.716700
4638 6631 -0.498100
4638 3660 0.233200
4635 4148 0.744300
4634 9347 -1.022400
4634 4423 -0.328500
4633 4394 0.593600
4632 7741 1.112300
4632 7606 -0.652400
4631 2245 0.093500
4631 716 0.897200
4630 5408 0.741300
4629 5481 -0.434300
4627 9021 -0.882500
4627 5726 0.721500
4626 6617 -0.149800
4626 1099 -0.279400
4625 238 0.379500
4623 8247 -0.865100
4622 4395 -1.358500
4620 2706 -1.483500
4619 6696 1.205700
4619 5966 -1.056500
4616 3254 0.234900
4615 2968 0.874400
4611 2111 1.675800
4611 810 0.190200
4610 2269 -1.140400
4608 6650 -0.346400
4608 4079 -0.438800
4608 3981 -0.874400
4608 2040 0.294000
4607 690 1.014400
4606 3123 0.259400
4606 3057 0.339300
4606 1395 -0.085100
4605 4226 -0.198200
4603 5236 -1.591600
4602 687 -1.844000
4600 8624 0.538100
4600 6751 2.181900
4596 796 -1.319000
4595 735 2.473200
4593 1326 0.153300
4591 8078 1.592300
4591 3610 -0.093300
4589 9531 -0.998500
4589 6969 -0.431200
4589 2224 0.530800
4588 4786 1.372700
4586 7068 0.795800
4583 8751 -0.287200
4581 6130 -0.887000
4578 9401 -0.475600
4576 4051 -0.904600
4575 8049 -1.138200
4574 769 1.799900
4571 229 -0.425200
4569 2686 -1.336000
4568 9337 -0.383300
4566 3501 -0.741000
4564 8337 0.929400
4562 4998 0.786100
4562 3280 1.195300
4561 9464 0.189300
4561 6253 1.571800
4561 4786 1.034600
4561 3964 0.889600
4561 560 -1.782700
4553 4973 -1.375400
4552 8313 0.837700
4551 6495 -0.077300
4550 9581 -2.653200
4550 6326 0.939600
4550 5062 0.022200
4549 9962 -1.445300
4549 5727 1.339500
4548 9711 0.285300
4545 9198 -1.400000
4544 1522 -0.422600
4541 8324 -1.075800
4541 7457 -0.259400
4540 2647 -1.126300
4539 6711 1.445700
4538 7748 -0.002900
4538 4844 1.101300
4538 2511 -0.025700
4537 2411 2.344800
4536 6204 -0.893800
4534 5268 -0.100200
4529 6923 -0.346800
4529 3710 0.164200
4528 5668 1.913300
4527 8979 0.088800
4527 3418 0.054900
4527 2203 -0.229000
4526 5744 -0.472500
4526 2513 0.973700
4525 8475 0.407600
4525 7033 -0.574800
4524 1448 1.126200
4523 8222 1.670800
4523 1984 0.430700
4522 8611 -0.074900
4518 3501 -0.346800
4517 8059 -0.080600
4517 7589 -0.982100
4517 1640 -2.122700
4517 136 -0.163000
4516 9439 -1.185600
4516 5328 0.077200
4516 3991 0.870700
4516 1749 1.878800
4515 4079 -1.210800
4514 7272 -0.735600
4513 7480 -1.534500
4511 7534 -1.651000
4509 5656 -0.886500
4506 2884 -1.859400
4505 7876 -0.005100
4505 7826 0.788000
4504 1460 -1.407700
4503 7869 -0.064900
4503 7726 -0.117700
4503 3884 -0.453800
4502 5290 0.912500
4501 4428 0.430800
4499 9549 0.808600
4499 9053 -2.541700
4499 180 1.271400
4497 1819 -0.070700
4493 1284 -1.662100
4491 4393 0.646100
4490 8874 -0.691500
4490 6617 -0.903600
4488 7476 0.192100
4488 1642 -0.344400
4487 9980 0.351200
4487 7446 0.777300
4487 5746 -0.888700
4482 8228 -0.067300
4482 3893 0.301500
4481 6467 -0.719200
4481 5675 -0.664200
4480 6302 1.460500
4480 1537 1.101600
4480 922 1.440100
4478 1833 1.777100
4477 7658 -1.042500
4477 7087 0.103400
4476 4660 1.728000
4474 3529 0.054500
4473 5868 0.561800
4472 1215 -1.872000
4471 7139 0.928900
4470 5438 0.703300
4469 7081 -1.555100
4469 6344 -0.053200
4467 6231 -2.305100
4467 5924 1.158800
4467 1534 -0.535500
4465 7479 -0.534500
4465 2149 -0.715000
4463 4588 0.505800
4461 5136 0.117500
4459 6994 0.413000
4458 6637 -0.222200
4457 814 0.135400
4456 5872 -0.048200
4455 310 -1.014000
4454 9833 -1.455600
4454 7082 1.861400
4451 6102 -0.276000
4448 5699 1.013100
4446 2925 1.210400
4445 8235 -0.218600
4445 297 0.884600
4444 3854 0.497700
4444 1754 1.318300
4444 6 -1.703800
4443 3583 -1.230600
4442 8342 -0.257200
4442 5143 0.811800
4442 4346 -0.837900
4442 1243 -0.330300
4439 2787 0.623500
4439 176 0.742800
4438 1575 0.476100
4436 2385 0.965200
4435 7197 2.018600
4435 2416 -0.271000
4430 9616 1.032200
4430 7261 -0.077400
4430 136 0.080000
4429 1670 -0.606300
4428 8651 0.579200
4428 6901 2.071600
4427 8928 -0.770800
4426 5549 -1.215300
4425 349 -0.429200
4425 245 0.150000
4423 1008 0.100700
4422 3693 0.859500
4421 8554 1.613400
4421 553 0.840300
4419 2254 -0.145000
4418 5266 0.170100
4417 5647 -0.083200
4417 4857 1.768600
4416 8683 0.001100
4414 9584 1.047600
4414 9118 0.220100
4414 1060 -0.621300
4412 9584 0.039400
4411 4948 -2.670500
4411 2051 0.355800
4410 9332 -0.579500
4409 9218 -0.548800
4409 8116 0.413500
4408 7994 0.914900
4407 1285 1.565400
4406 4960 0.076400
4405 3695 0.792800
4404 2231 0.973100
4404 1116 0.873500
4402 8626 -0.448700
4400 2840 -1.281300
4399 6782 0.228000
4398 7851 1.463400
4398 6326 -0.033500
4398 4713 -1.141600
4398 2257 1.514100
4396 5321 0.867800
4392 6567 0.111800
4392 5240 1.436300
4392 3620 0.419200
4391 9560 -0.962900
4391 8837 -1.382400
4391 5470 0.024500
4390 2251 -0.149900
4387 5277 -1.065200
4387 4672 0.364700
4383 7619 -0.212400
4382 940 -0.599300
4381 1934 -2.301700
4380 4587 0.655200
4380 3819 -1.626200
4379 6211 0.416600
4379 5876 -0.475600
4379 924 -0.377700
4375 3671 -1.137000
4373 8191 -1.507300
4373 5527 -0.822900
4370 6302 -0.537300
4370 6196 0.070100
4367 9350 0.902200
4366 6090 -0.508500
4363 5597 0.150700
4363 5568 -1.326100
4363 1916 1.102000
4362 3088 0.551100
4360 4922 -0.616500
4359 7966 -0.040300
4359 2128 0.403600
4359 298 -0.775900
4358 3894 0.243400
4358 2473 2.761300
4357 9431 1.165500
4357 1689 -0.901500
4355 6933 -0.790600
4355 4338 -1.376300
4355 1984 0.261500
4353 9048 0.843600
4352 7493 0.874900
4350 6828 0.621300
4350 3413 -1.191100
4350 2305 -0.566600
4350 1002 -1.186300
4348 3371 0.178000
4347 8447 -0.011000
4347 934 -0.369000
4346 7710 -0.975200
4344 3829 -0.537400
4343 2599 -1.656400
4341 8218 -0.284300
4340 9697 0.116800
4340 1264 0.226900
4336 8178 1.364700
4335 9518 -1.036900
4335 8311 -1.230000
4334 3164 0.037800
4334 1065 -1.141900
4332 4692 -0.800600
4332 3378 1.766100
4332 534 -0.584800
4331 1278 0.460100
4330 8023 0.234800
4330 5941 0.659600
4329 7718 -1.853500
4328 9823 -0.849500
4327 4698 2.594600
4326 6448 -0.556600
4326 4943 -0.794000
4326 2734 -0.324000
4324 6499 1.605700
4324 3898 1.230500
4320 5038 -1.431200
4319 6951 0.540700
4319 5039 0.013700
4319 3908 -0.088300
4317 6904 -0.422900
4317 6206 0.626900
4315 6703 0.592600
4312 13 0.978000
4309 8098 -0.869800
4307 3082 0.422900
4306 1062 -0.124900
4305 8558 -0.762600
4304 5957 -0.685100
4301 7008 -1.809800
4301 6982 -0.303900
4301 4438 -0.998000
4300 5930 0.363400
4299 5699 0.209400
4296 7472 1.713000
4293 8202 0.354000
4292 4576 0.679700
4291 3658 -2.132200
4291 3028 -1.268500
4290 2910 0.729600
4289 3071 0.779000
4288 6637 -0.140800
4288 2463 -2.119700
4287 1817 0.478400
4287 127 -1.107600
4286 3014 -0.258800
4284 6222 -0.203900
4281 7236 -0.272100
4281 5917 0.096800
4281 5689 -3.004000
4281 3988 0.485400
4281 2920 -0.533700
4281 394 -1.504100
4280 2140 -0.239100
4279 7156 1.396200
4279 4485 0.480000
4278 9261 0.588000
4278 8303 -0.101200
4276 7886 1.956300
4276 1692 -1.250000
4275 5778 -0.973600
4274 3705 -1.339200
4273 7809 0.202300
4272 7213 0.279000
4271 6442 -1.321700
4270 7205 -0.970400
4267 6925 -0.409200
4265 7419 0.026500
4262 8670 0.877700
4260 4907 0.075500
4260 4591 1.123300
4259 8748 -0.356800
4256 7949 -0.177900
4255 1613 0.073000
4254 4578 -0.016300
4254 2589 -0.086600
4253 7446 -0.443900
4253 2642 0.367200
4252 6477 0.084700
4249 9673 0.794200
4249 7011 -1.123000
4247 289 -1.597600
4246 8553 -0.300000
4245 7181 -1.148600
4245 6654 -0.131500
4245 5136 0.546100
4242 390 -0.541200
4240 3666 0.277100
4239 7869 -0.409200
4238 5471 0.625900
4234 3141 -0.866200
4234 2270 0.139000
4233 8893 -0.013500
4232 7196 -0.903300
4231 6250 -0.885200
4230 1002 -0.574500
4229 8054 -1.116800
4228 8494 -1.596500
4227 6058 -1.419200
4226 5507 0.469000
4224 4653 -0.193700
4221 7385 0.173100
4220 9499 -0.508400
4220 4279 0.445900
4220 4234 1.597400
4219 9395 0.949600
4212 6842 0.516900
4210 2744 0.253900
4209 9824 -0.806000
4206 9736 -2.072000
4206 9690 1.213000
4206 8514 0.181000
4205 7670 0.991000
4204 6402 -0.697400
4203 9212 -1.396300
4203 3207 1.326600
4203 466 0.101200
4202 1332 -0.229600
4201 3873 -0.000100
4200 2834 -1.620800
4199 9955 -0.616300
4198 8120 -0.215300
4198 5020 -0.415600
4195 2484 -0.680800
4195 220 -0.090500
4194 3868 0.586000
4192 7975 -1.769500
4191 7088 -0.188400
4190 7556 0.645400
4190 2814 -2.560300
4189 2002 0.192900
4189 1493 -1.351900
4189 826 0.042800
4187 709 -1.647000
4184 5092 0.922100
4184 3855 -0.583900
4183 8195 -0.545300
4183 5531 -0.926500
4182 9035 -0.097800
4179 1628 -0.406200
4178 7890 -1.394700
4178 1027 -0.366200
4174 1666 0.778600
4173 4643 -0.346600
4172 5890 -0.493500
4172 5401 -1.158800
4172 4892 1.240100
4170 7047 0.434300
4169 9372 -0.332000
4168 1498 1.141300
4164 7923 1.362400
4164 7488 0.109200
4163 6089 1.521700
4163 4367 0.283300
4163 1655 -0.563300
4161 6638 0.861200
4161 3689 0.747600
4160 2204 0.537600
4160 1397 -0.403400
4157 4990 0.823800
4157 3692 -0.086500
4157 3335 0.800800
4156 8385 2.379100
4156 1774 0.506100
4155 9020 0.785400
4155 331 -0.975500
4152 960 0.669800
4151 5551 0.147500
4151 2394 -0.896200
4151 397 1.175500
4150 8625 -1.472600
4150 6894 -0.225600
4150 378 -0.082000
4148 1201 -0.310200
4146 3646 0.529900
4145 5002 -0.712300
4144 4495 1.023900
4143 8651 0.363500
4143 5607 0.060900
4142 7714 -0.306200
4141 592 0.189700
4140 8610 0.011300
4140 7310 -0.766800
4140 6847 -1.152200
4139 6775 -0.626500
4138 2405 -0.678600
4138 1103 0.369000
4137 3513 1.807000
4135 7985 1.021100
4135 2924 0.883300
4134 9674 2.541200
4133 2501 -0.916500
4132 5639 0.345700
4132 4090 -0.620800
4130 8769 0.430900
4129 2589 -0.276500
4128 6195 0.099600
4127 6349 -0.339200
4126 9422 -1.165300
4126 2453 -0.539700
4125 5492 0.564100
4122 2101 1.042100
4120 7401 -0.454800
4119 4850 -0.855800
4119 3812 0.007200
4118 5406 -0.486700
4117 7817 0.024300
4117 7442 0.063900
4116 515 -0.531500
4115 9156 -0.295000
4115 6829 -1.870500
4115 251 -0.020300
4114 7565 1.845300
4114 394 0.082900
4113 3573 0.169100
4112 2010 0.241100
4110 3390 -0.514200
4106 8553 -0.273700
4105 9429 -0.032700
4105 7590 -1.052000
4105 2446 0.416500
4102 6465 0.092800
4102 3160 -0.060600
4098 4019 1.067500
4097 8186 0.930000
4097 3296 -0.260700
4095 7481 -0.251300
4093 9048 -0.787500
4091 2009 -0.340800
4090 3106 -1.053400
4089 9899 0.561200
4089 8379 0.205100
4089 4066 -1.041700
4089 4025 0.022200
4089 667 0.124200
4088 6206 -0.219700
4088 2486 0.003800
4087 2992 1.769400
4086 2589 1.211000
4086 881 0.220400
4084 5171 -1.507500
4083 2460 -0.472100
4080 2915 0.700300
4080 2506 -1.399300
4079 4211 0.614700
4077 3129 -1.207600
4077 2511 -1.380500
4074 4174 0.283900
4069 7380 -0.601300
4067 4770 -0.349000
4066 6568 -0.973500
4066 4902 -0.089200
4065 9401 -0.665300
4065 5438 0.320200
4064 8666 0.376200
4063 8989 -1.779300
4063 3519 0.413900
4062 7923 0.454500
4061 2581 0.084100
4060 8570 -0.531000
4059 7885 -0.171500
4059 4817 -1.151000
4058 1492 -2.029700
4056 742 2.065200
4056 614 1.845200
4055 3919 1.504300
4053 8760 0.870000
4053 8585 1.051200
4053 3214 -0.575100
4052 2164 -1.090200
4051 7836 1.327500
4051 4800 -0.589000
4050 9291 2.952000
4050 5293 0.224400
4050 1691 -0.612500
4049 3733 -0.583000
4049 2651 1.280300
4048 1084 -1.553100
4045 3113 0.970400
4043 5290 -0.407600
4043 2383 0.640000
4042 5307 1.053100
4041 5980 0.157000
4041 2826 -0.834700
4040 3096 -0.298500
4039 918 -0.068200
4038 9483 0.138600
4038 4702 0.070400
4038 973 -0.339700
4036 4419 0.237900
4036 2352 0.053900
4035 4246 -0.728300
4033 3665 1.168000
4032 1756 -0.300100
4030 6586 -0.255400
4030 5911 0.430200
4027 8508 -0.894300
4026 4727 -0.878000
4026 2730 1.599800
4026 1537 0.149900
4025 8988 0.706400
4025 8220 1.366300
4025 2083 -0.550300
4023 6715 -0.085600
4022 7825 0.814200
4019 9712 -0.838500
4018 620 0.134700
4017 9407 1.308000
4017 7385 -0.167700
4017 5904 -2.025100
4016 5605 -0.568600
4015 7788 -1.278000
4014 1276 -0.465700
4013 7748 -0.372600
4013 343 -0.260000
4011 8119 -0.890300
4011 241 -1.783100
4010 42 -0.428100
4009 8215 0.444000
4008 9217 -1.847200
4008 3023 1.764300
4007 5517 1.009400
4005 8772 0.377800
4002 2739 1.234500
3999 7814 1.188500
3999 2910 -1.375800
3999 1535 0.464500
3997 6960 0.153000
3996 5044 -0.028100
3992 5067 1.440700
3991 6392 -1.160500
3988 7581 -0.209800
3987 8277 0.402900
3987 6630 -0.445500
3987 6141 0.878000
3986 9483 -0.099400
3985 6181 -1.047300
3985 5188 1.484000
3985 4134 -0.755000
3984 1736 -0.713500
3981 431 0.121200
3980 2593 0.406000
3974 808 -0.021500
3973 4083 -0.192200
3972 8453 -0.602000
3972 1710 -0.307100
3971 1407 -0.083300
3966 9442 0.233400
3966 3860 -1.568500
3965 2822 0.116000
3964 6449 -1.202500
3963 3787 -0.307700
3962 6995 0.106900
3962 5270 -1.891200
3960 8822 1.610800
3960 8066 0.264800
3959 6378 0.363000
3958 5793 0.764800
3957 9157 -1.988100
3957 6037 0.832200
3951 7178 -0.329000
3950 7433 -0.979100
3948 9508 0.139600
3948 420 -1.189600
3947 9347 1.379300
3947 6339 -0.090000
3947 2375 0.844700
3946 5954 -1.783900
3944 5358 0.183700
3943 7160 1.012800
3942 7068 -0.491400
3941 8714 -1.199300
3941 5398 1.361000
3941 161 0.175900
3938 8641 -1.164900
3937 8358 0.091600
3936 7727 -0.040300
3935 8318 0.963900
3935 6472 -0.972300
3934 6467 -0.259500
3933 3195 -0.004200
3932 9748 1.379300
3930 936 -1.725100
3929 1881 -0.716200
3926 8899 -0.395800
3926 525 -3.437800
3925 2921 0.195300
3923 4320 -0.388900
3923 3155 -0.143000
3923 216 2.455900
3922 9483 -1.303300
3922 1939 1.060100
3922 1043 0.972200
3920 5823 -0.924900
3920 4756 0.878500
3920 441 0.185900
3919 216 0.713900
3917 9812 0.553000
3916 5021 2.367200
3915 7316 0.855900
3915 7003 -0.280500
3911 4299 -1.052800
3909 2318 -0.134000
3908 9005 -1.688200
3907 7940 0.758300
3907 3897 -0.149800
3907 2854 0.969500
3906 9866 0.479800
3906 6683 0.174600
3903 9248 0.339000
3903 3903 1.356000
3902 4893 -0.002400
3900 1062 -0.502100
3899 9499 0.774300
3899 8187 -0.381500
3899 1024 0.251500
3897 5854 -0.128500
3897 2521 0.566200
3896 9519 -0.974700
3894 5621 0.071800
3893 5741 -0.571400
3893 3738 2.605500
3890 4323 -0.076500
3889 8690 -1.952300
3889 5479 1.851100
3888 1718 0.380200
3887 5137 -1.057900
3886 6325 -0.347000
3885 6323 0.654000
3884 7967 0.199800
3883 4282 -0.799300
3883 1658 0.747400
3883 153 -2.524400
3879 2366 0.679400
3879 930 -0.319900
3877 4200 2.000700
3876 1256 2.303000
3875 1515 1.477000
3874 7114 -0.054500
3872 3740 0.115900
3871 6899 -2.044000
3871 1115 0.790100
3869 5873 -0.200700
3867 4803 0.157600
3865 3424 -0.784500
3863 6234 1.276200
3863 314 -0.693300
3862 7828 -0.487400
3862 6961 0.988200
3862 3519 -0.102600
3860 2739 -1.806100
3859 5777 -1.074300
3858 3683 0.428200
3858 2101 0.451100
3854 6202 0.452400
3854 692 -1.249200
3852 9554 0.991100
3852 2872 -0.992000
3851 8070 -0.837300
3850 6461 -0.358800
3848 4420 0.764700
3848 4017 -1.250000
3848 3948 0.229900
3843 5652 -0.478800
3843 1989 -0.170300
3842 8427 1.523200
3841 8431 1.121900
3841 2489 0.006900
3841 1345 0.144700
3840 210 0.146800
3839 2345 1.983400
3838 8373 -0.273100
3836 421 0.281400
3835 449 0.646000
3833 3519 0.141500
3832 4739 -1.369500
3832 3526 -1.870800
3831 4620 0.848400
3830 3084 -0.687700
3827 3669 -0.538000
3826 1590 -1.376800
3823 5351 1.783800
3822 495 3.266700
3818 9474 0.478900
3818 6159 0.609900
3818 6143 0.980100
3818 92 -1.300900
3816 5155 -0.965500
3816 4747 -0.164300
3815 8799 -1.388800
3815 7708 -0.184000
3815 4977 -0.336600
3814 6628 -0.562900
3813 8747 -2.194100
3813 5899 -1.032400
3813 5284 0.115700
3812 9794 1.270600
3812 8575 1.774600
3812 3199 -1.737200
3811 5424 1.166900
3810 9837 1.777800
3808 6208 0.099100
3808 5401 0.223800
3806 336 -1.810100
3805 3543 0.451000
3804 2150 0.891200
3801 7063 -0.199600
3800 6536 -0.482700
3799 3384 -0.937600
3799 89 -0.346000
3798 5912 -0.592600
3797 9710 -1.662300
3797 2095 -0.171100
3796 4992 0.187700
3795 6448 -1.003400
3793 9047 1.429100
3793 7629 1.263700
3789 9084 0.107300
3787 9644 1.500900
3787 6082 0.549400
3787 5030 -1.359700
3786 4157 -0.188600
3782 4647 -0.229000
3780 939 -2.176800
3779 4187 -1.777300
3779 495 -1.505700
3778 757 1.353900
3777 4749 -0.566400
3775 9942 -0.142600
3772 9306 0.230000
3772 8936 0.212500
3772 6501 -2.213800
3771 5939 2.812200
3771 1923 1.198200
3768 6703 0.603600
3767 2837 -0.839900
3766 7301 -1.083400
3766 6910 -0.563500
3766 6743 -0.570600
3766 4579 -1.139000
3766 3934 -0.075200
3765 8109 1.879500
3765 3500 -1.793000
3764 8541 1.885600
3764 8291 -0.398500
3764 5726 0.433700
3763 4955 0.408600
3763 4336 -0.541600
3762 9491 -0.046100
3762 8175 0.950100
3756 8809 0.246000
3756 3433 1.352400
3752 3853 -1.917500
3751 9090 0.490100
3751 8110 0.187700
3750 3960 -0.669900
3749 623 -0.525000
3748 5598 -0.140200
3748 3428 -0.176600
3747 2077 -0.022500
3746 2198 0.162400
3743 7804 -0.717100
3743 620 -0.757900
3742 6198 0.485500
3742 3068 0.367500
3741 3768 -0.018100
3741 404 -0.941800
3741 125 0.200700
3740 9092 0.483100
3740 8370 -1.610100
3739 7050 2.003400
3736 6792 0.281200
3733 7066 -0.704000
3731 5801 -0.950800
3730 7657 -0.358900
3728 4893 -1.051900
3727 2878 0.455200
3726 3029 0.371100
3725 5617 -1.883400
3724 9246 -0.738600
3723 2186 1.094100
3719 1129 -1.258200
3718 1828 -0.521600
3717 8788 0.304600
3717 4459 -1.106800
